2020-12-27 01:27:15,865 C: NA  D:  NA    M:  NA    NODE:SERVER      19017  INFO   | # Copyright 2020 H2O.ai; Proprietary License;  -*- encoding: utf-8 -*-
2020-12-27 01:27:15,865 C: NA  D:  NA    M:  NA    NODE:SERVER      19017  INFO   | 
2020-12-27 01:27:15,865 C: NA  D:  NA    M:  NA    NODE:SERVER      19017  INFO   | -------------------------------------------------------------------------------
2020-12-27 01:27:15,865 C: NA  D:  NA    M:  NA    NODE:SERVER      19017  INFO   | 
2020-12-27 01:27:15,865 C: NA  D:  NA    M:  NA    NODE:SERVER      19017  INFO   |                 H2O DRIVERLESS AI SERVER LOGFILE (ANONYMIZED)
2020-12-27 01:27:15,865 C: NA  D:  NA    M:  NA    NODE:SERVER      19017  INFO   | 
2020-12-27 01:27:15,865 C: NA  D:  NA    M:  NA    NODE:SERVER      19017  INFO   | 
2020-12-27 01:27:15,865 C: NA  D:  NA    M:  NA    NODE:SERVER      19017  INFO   |                            PROPRIETARY LICENSE -
2020-12-27 01:27:15,865 C: NA  D:  NA    M:  NA    NODE:SERVER      19017  INFO   | 
2020-12-27 01:27:15,865 C: NA  D:  NA    M:  NA    NODE:SERVER      19017  INFO   |                 USE OF ANY PART OF THIS SOFTWARE REQUIRES A VALID,
2020-12-27 01:27:15,865 C: NA  D:  NA    M:  NA    NODE:SERVER      19017  INFO   |                 ONGOING LICENSE AGREEMENT WITH H2O.AI.
2020-12-27 01:27:15,865 C: NA  D:  NA    M:  NA    NODE:SERVER      19017  INFO   | 
2020-12-27 01:27:15,865 C: NA  D:  NA    M:  NA    NODE:SERVER      19017  INFO   |                 Please contact sales@h2o.ai for more information.
2020-12-27 01:27:15,865 C: NA  D:  NA    M:  NA    NODE:SERVER      19017  INFO   | 
2020-12-27 01:27:15,865 C: NA  D:  NA    M:  NA    NODE:SERVER      19017  INFO   | -------------------------------------------------------------------------------
2020-12-27 01:27:17,486 C: 13% D:224.9GB M:30.6GB  NODE:SERVER      19017  INFO   | font search path ['/home/ubuntu/anaconda3/envs/py36/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf', '/home/ubuntu/anaconda3/envs/py36/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/afm', '/home/ubuntu/anaconda3/envs/py36/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/pdfcorefonts']
2020-12-27 01:27:17,736 C: 13% D:224.9GB M:30.6GB  NODE:SERVER      19017  INFO   | generated new fontManager
2020-12-27 01:27:18,847 C: 13% D:224.9GB M:30.5GB  NODE:SERVER      19017  INFO   | Starting H2O server for recipes
2020-12-27 01:27:22,357 C: 14% D:224.9GB M:30.3GB  NODE:SERVER      19017  INFO   | RECIPE H2O-3 server started
2020-12-27 01:27:22,358 C: 14% D:224.9GB M:30.3GB  NODE:SERVER      19017  INFO   | Started H2O version 3.26.0.1 at http://127.0.0.1:50341
2020-12-27 01:27:22,363 C: 14% D:224.9GB M:30.3GB  NODE:SERVER      19017  INFO   | Creating custom transformers directory.
2020-12-27 01:27:22,365 C: 14% D:224.9GB M:30.3GB  NODE:SERVER      19017  INFO   | Creating custom models directory.
2020-12-27 01:27:22,367 C: 14% D:224.9GB M:30.3GB  NODE:SERVER      19017  INFO   | Creating custom scorers directory.
2020-12-27 01:27:22,369 C: 14% D:224.9GB M:30.3GB  NODE:SERVER      19017  INFO   | Creating custom data directory.
2020-12-27 01:28:08,115 C:  0% D:224.9GB M:30.2GB  NODE:SERVER      19017  INFO   | Submitted    0 and Completed    0 non-identity feature engineering tasks out of    4 total tasks (including    4 identity)
2020-12-27 01:28:10,037 C:  3% D:224.9GB M:30.2GB  NODE:SERVER      19017  INFO   | Submitted    0 and Completed    0 non-identity feature engineering tasks out of    4 total tasks (including    4 identity)
2020-12-27 01:28:15,692 C:  1% D:224.9GB M:30.2GB  NODE:SERVER      19017  INFO   | Submitted    0 and Completed    0 non-identity feature engineering tasks out of    4 total tasks (including    4 identity)
2020-12-27 01:28:21,334 C:  1% D:224.9GB M:30.2GB  NODE:SERVER      19017  INFO   | Submitted    0 and Completed    0 non-identity feature engineering tasks out of    4 total tasks (including    4 identity)
2020-12-27 01:28:35,636 C:  0% D:224.9GB M:30.2GB  NODE:SERVER      19017  INFO   | Submitted    0 and Completed    0 non-identity feature engineering tasks out of    4 total tasks (including    4 identity)
2020-12-27 01:28:42,893 C:  1% D:224.9GB M:30.2GB  NODE:SERVER      19017  INFO   | Using 1 parallel workers (1 parent workers) for fit_transform.
2020-12-27 01:28:43,121 C:  1% D:224.9GB M:30.2GB  NODE:SERVER      19017  INFO   | Submitted    0 and Completed    0 non-identity feature engineering tasks out of    4 total tasks (including    4 identity)
2020-12-27 01:28:43,336 C:  1% D:224.9GB M:30.2GB  NODE:SERVER      19017  INFO   | Submitted    0 and Completed    0 non-identity feature engineering tasks out of    4 total tasks (including    4 identity)
2020-12-27 01:28:43,555 C:  1% D:224.9GB M:30.2GB  NODE:SERVER      19017  INFO   | Submitted    0 and Completed    0 non-identity feature engineering tasks out of    4 total tasks (including    4 identity)
