2020-12-26 23:15:01,975 C: NA  D:  NA    M:  NA    NODE:SERVER      17986  INFO   | # Copyright 2020 H2O.ai; Proprietary License;  -*- encoding: utf-8 -*-
2020-12-26 23:15:01,975 C: NA  D:  NA    M:  NA    NODE:SERVER      17986  INFO   | 
2020-12-26 23:15:01,975 C: NA  D:  NA    M:  NA    NODE:SERVER      17986  INFO   | -------------------------------------------------------------------------------
2020-12-26 23:15:01,975 C: NA  D:  NA    M:  NA    NODE:SERVER      17986  INFO   | 
2020-12-26 23:15:01,975 C: NA  D:  NA    M:  NA    NODE:SERVER      17986  INFO   |                 H2O DRIVERLESS AI SERVER LOGFILE 
2020-12-26 23:15:01,975 C: NA  D:  NA    M:  NA    NODE:SERVER      17986  INFO   | 
2020-12-26 23:15:01,975 C: NA  D:  NA    M:  NA    NODE:SERVER      17986  INFO   | 
2020-12-26 23:15:01,975 C: NA  D:  NA    M:  NA    NODE:SERVER      17986  INFO   |                            PROPRIETARY LICENSE -
2020-12-26 23:15:01,975 C: NA  D:  NA    M:  NA    NODE:SERVER      17986  INFO   | 
2020-12-26 23:15:01,975 C: NA  D:  NA    M:  NA    NODE:SERVER      17986  INFO   |                 USE OF ANY PART OF THIS SOFTWARE REQUIRES A VALID,
2020-12-26 23:15:01,975 C: NA  D:  NA    M:  NA    NODE:SERVER      17986  INFO   |                 ONGOING LICENSE AGREEMENT WITH H2O.AI.
2020-12-26 23:15:01,975 C: NA  D:  NA    M:  NA    NODE:SERVER      17986  INFO   | 
2020-12-26 23:15:01,975 C: NA  D:  NA    M:  NA    NODE:SERVER      17986  INFO   |                 Please contact sales@h2o.ai for more information.
2020-12-26 23:15:01,975 C: NA  D:  NA    M:  NA    NODE:SERVER      17986  INFO   | 
2020-12-26 23:15:01,976 C: NA  D:  NA    M:  NA    NODE:SERVER      17986  INFO   | -------------------------------------------------------------------------------
2020-12-26 23:15:06,768 C:  5% D:224.9GB M:30.6GB  NODE:SERVER      17986  INFO   | font search path ['/home/ubuntu/anaconda3/envs/py36/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/ttf', '/home/ubuntu/anaconda3/envs/py36/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/afm', '/home/ubuntu/anaconda3/envs/py36/lib/python3.6/site-packages/matplotlib/mpl-data/fonts/pdfcorefonts']
2020-12-26 23:15:07,237 C:  5% D:224.9GB M:30.6GB  NODE:SERVER      17986  INFO   | generated new fontManager
